Age,Sex,Height ,Reason,SBF,EBF,Starting,Ending,CI,API,ACI,AFI,Sleep,HealthFactors,BMR
13,Female,50,Gaining muscle,33,20,100,90,2136,58,38,22,11.0,No,1430
14,Male,76,Gaining muscle,34,16,180,154,3465,145,59,475,7.3,No,1685
49,Male,72,Gaining muscle,19,12,110,147,1384,73,97,91,7.5,No,1308
13,Female,53,Losing fat,20,17,103,97,1771,64,25,118,11.0,No,1755
13,Male,52,Gaining muscle,14,18,142,90,4300,121,60,68,7.4,No,1030
57,Female,69,Gaining muscle,34,16,159,132,2712,160,25,99,11.0,No,1030
21,Female,56,Losing fat,21,21,176,90,3806,65,43,54,11.0,No,1392
39,Male,68,Losing fat,19,24,184,130,2505,87,77,22,11.0,No,1292
32,Male,52,Gaining muscle,20,22,100,164,3085,198,118,67,7.1,No,1386
36,Female,50,Gaining muscle,23,19,150,132,1879,143,128,66,7.2,No,1030
64,Female,59,Losing fat,19,18,184,115,2433,136,25,116,8.6,No,1030
72,Male,67,Gaining muscle,16,22,195,119,2345,92,151,64,9.6,No,2065
19,Male,50,Losing fat,19,23,105,107,2813,82,48,22,6.7,No,1030
37,Male,72,Gaining muscle,14,22,192,143,2166,57,113,209,5.9,No,1146
13,Female,55,Losing fat,23,30,125,90,1966,138,25,22,5.6,No,1132
28,Female,72,Losing fat,18,20,195,204,1704,225,25,55,6.2,No,1415
55,Female,59,Gaining muscle,33,24,195,135,3176,83,126,242,5.9,No,1030
15,Female,56,Losing fat,16,24,100,123,1801,209,62,64,3.7,No,1644
54,Male,70,Gaining muscle,22,13,185,127,4300,90,67,79,10.6,No,1552
17,Male,61,Gaining muscle,16,25,147,128,2904,124,25,73,7.1,No,1048
29,Female,50,Gaining muscle,24,12,100,90,2756,79,60,23,11.0,No,1498
13,Male,66,Gaining muscle,17,28,115,110,2607,75,59,53,5.5,No,1466
55,Female,66,Losing fat,32,21,180,132,1200,71,59,22,5.3,No,1056
13,Male,62,Gaining muscle,17,13,123,129,1861,89,54,312,9.2,No,1030
19,Female,50,Gaining muscle,38,15,195,95,2776,91,27,417,8.7,No,1351
14,Male,65,Gaining muscle,17,14,109,108,2452,138,104,153,11.0,No,1725
25,Male,63,Gaining muscle,19,12,195,112,4300,98,81,163,9.0,No,2083
20,Female,50,Losing fat,19,18,175,128,2752,124,25,59,7.9,No,1841
13,Female,65,Gaining muscle,31,21,105,153,2666,111,47,112,11.0,No,1030
50,Female,62,Gaining muscle,21,25,102,90,4182,72,26,44,5.9,No,2023
20,Female,72,Losing fat,36,30,173,134,1698,141,97,59,7.9,No,1311
21,Female,54,Losing fat,21,19,176,92,2269,131,66,25,9.3,No,1030
30,Female,59,Gaining muscle,31,28,157,183,2167,77,67,55,9.9,No,1124
13,Male,65,Gaining muscle,19,15,115,133,3768,225,71,83,8.9,No,1337
29,Female,65,Losing fat,22,22,155,196,3639,75,25,45,7.0,No,1723
51,Female,70,Gaining muscle,19,25,158,188,2172,82,66,81,7.9,No,1030
16,Female,51,Losing fat,33,30,101,168,1782,94,25,36,5.9,No,1030
53,Female,61,Losing fat,21,17,150,129,1501,56,66,50,5.8,No,1541
13,Female,52,Losing fat,14,13,104,90,1866,57,123,130,3.9,No,1030
13,Female,56,Losing fat,23,20,111,90,1200,75,25,85,6.1,No,1540
50,Female,50,Losing fat,19,29,102,97,2152,90,57,43,6.5,No,1030
15,Male,63,Gaining muscle,16,17,173,178,4300,133,41,431,11.0,No,3500
42,Male,69,Gaining muscle,33,16,111,212,4121,115,126,225,7.9,No,1324
13,Female,67,Gaining muscle,17,30,187,136,1773,75,36,63,6.8,No,1056
35,Female,60,Losing fat,19,14,151,133,2782,136,49,70,7.8,No,1052
13,Male,65,Losing fat,19,22,179,201,2361,225,25,58,9.1,No,1863
50,Male,72,Gaining muscle,15,21,177,104,2625,157,51,23,5.8,No,1588
13,Female,64,Losing fat,23,23,121,131,1492,81,32,22,5.9,No,1030
42,Male,65,Gaining muscle,30,17,116,126,2046,73,56,133,11.0,No,1545
29,Female,64,Losing fat,20,26,123,128,2539,85,113,112,5.7,No,1445
32,Male,71,Gaining muscle,16,18,119,133,2291,185,45,297,7.0,No,1520
13,Female,51,Losing fat,17,12,104,90,2687,192,25,59,5.4,No,1412
31,Male,56,Gaining muscle,17,23,123,214,1847,225,110,307,7.2,No,1695
13,Female,61,Gaining muscle,20,14,151,90,2661,225,49,376,6.5,No,1030
37,Female,67,Gaining muscle,20,22,136,142,2643,88,349,41,5.1,No,1630
24,Female,64,Gaining muscle,23,22,121,126,3027,113,83,22,7.1,No,1577
18,Female,65,Gaining muscle,17,19,190,132,1235,140,32,53,9.5,No,1370
19,Female,64,Gaining muscle,45,28,110,187,2346,71,48,71,11.0,No,1602
57,Male,62,Gaining muscle,35,18,124,206,3778,102,199,82,5.8,No,1409
14,Male,60,Gaining muscle,20,17,129,91,2490,181,28,22,7.8,No,1030
39,Female,59,Gaining muscle,37,23,100,100,1732,92,59,265,5.2,No,1354
44,Female,63,Gaining muscle,25,19,195,120,3247,164,87,93,10.5,No,1030
37,Female,54,Losing fat,18,22,136,90,2049,123,25,85,7.4,No,1613
35,Female,55,Gaining muscle,18,21,185,115,3589,123,35,59,3.5,No,1361
14,Female,50,Gaining muscle,20,30,118,199,2839,88,73,22,7.4,No,1030
13,Male,72,Gaining muscle,21,18,185,139,3144,141,99,114,5.2,No,1881
39,Female,59,Gaining muscle,23,20,181,130,2431,123,38,22,5.9,No,1030
14,Female,60,Losing fat,34,20,107,113,3982,55,512,167,10.2,No,1117
17,Male,67,Gaining muscle,20,13,195,150,2905,154,111,72,7.3,No,2797
32,Male,62,Losing fat,23,12,123,125,2104,137,25,117,11.0,No,2095
38,Female,72,Gaining muscle,21,16,167,102,2354,96,70,90,11.0,No,1431
45,Male,60,Losing fat,24,23,136,128,3322,79,25,49,7.4,No,1175
13,Male,57,Losing fat,21,19,164,90,1799,70,41,31,11.0,No,1174
56,Female,66,Gaining muscle,23,19,195,188,2448,153,58,40,11.0,No,1141
50,Male,68,Gaining muscle,17,15,195,126,3333,85,129,70,5.7,No,1805
13,Male,69,Gaining muscle,18,17,114,135,2829,51,54,24,4.9,No,1780
36,Male,70,Gaining muscle,15,12,122,187,4300,158,44,166,6.8,No,2268
19,Male,66,Gaining muscle,17,15,108,136,2498,129,122,45,7.1,No,1723
13,Male,58,Gaining muscle,16,18,108,90,2364,101,42,55,5.1,No,3500
17,Male,50,Gaining muscle,21,28,193,143,2304,94,108,67,8.5,No,3396
37,Female,70,Gaining muscle,14,21,184,133,1744,96,25,157,6.4,No,1468
40,Male,58,Gaining muscle,20,21,158,95,3698,225,52,91,7.4,No,1030
44,Female,50,Losing fat,21,15,100,168,4092,77,25,52,6.9,No,1345
13,Female,65,Losing fat,19,21,173,104,4300,77,25,38,5.5,No,1399
13,Female,66,Losing fat,24,16,179,151,3083,88,25,97,10.4,No,1030
13,Female,50,Gaining muscle,16,25,100,90,2245,75,29,47,7.9,No,1030
37,Female,64,Gaining muscle,29,24,151,206,2919,67,25,34,2.0,No,1131
23,Male,60,Gaining muscle,18,23,174,135,2452,150,30,120,9.9,No,1559
18,Female,70,Gaining muscle,36,19,116,112,1971,225,43,46,6.6,No,1459
37,Male,55,Gaining muscle,23,23,104,90,2240,97,79,50,7.3,No,1289
19,Female,50,Losing fat,26,15,154,90,3291,61,25,47,6.7,No,1030
33,Male,63,Gaining muscle,23,19,129,138,2914,225,107,40,10.3,No,1948
13,Female,52,Gaining muscle,19,22,122,90,4265,73,45,119,4.9,No,1347
66,Female,60,Losing fat,15,24,154,121,1306,72,116,69,5.8,No,1484
52,Female,58,Losing fat,18,13,178,90,2018,107,58,93,6.3,No,1214
15,Male,60,Gaining muscle,17,22,114,131,2795,140,25,237,7.1,No,1030
20,Male,66,Gaining muscle,32,19,195,200,2129,77,25,25,4.8,No,1928
13,Female,56,Losing fat,19,29,134,90,1596,153,70,85,5.7,No,1102
13,Male,73,Gaining muscle,16,18,101,112,2103,68,25,130,7.4,No,1080
62,Female,55,Losing fat,21,25,147,135,1668,84,25,475,7.1,No,1368
18,Male,59,Gaining muscle,19,17,189,90,3914,67,75,56,7.3,No,2039
38,Female,59,Gaining muscle,18,23,161,144,2584,101,25,101,5.3,No,1338
19,Female,62,Gaining muscle,20,23,100,124,2118,80,36,108,6.2,No,1678
39,Male,72,Gaining muscle,19,19,195,193,4300,102,132,138,6.8,No,2240
70,Female,62,Losing fat,25,16,173,101,4146,139,45,35,6.8,No,1337
13,Male,51,Gaining muscle,22,21,164,107,2244,225,25,90,5.1,No,1490
22,Male,55,Gaining muscle,17,24,120,105,4116,142,88,469,4.8,No,1513
34,Female,58,Losing fat,21,17,195,117,3768,189,85,199,7.3,No,1042
31,Female,52,Losing fat,22,27,109,90,2127,107,30,461,7.5,No,1410
29,Male,71,Gaining muscle,20,12,175,210,4300,153,127,475,4.0,No,1476
41,Female,52,Gaining muscle,21,21,100,90,1950,69,25,22,8.9,No,1304
38,Female,66,Gaining muscle,35,16,117,138,2041,73,25,59,5.7,No,1115
19,Male,66,Gaining muscle,19,17,108,104,2627,96,103,391,11.0,No,1700
16,Male,72,Gaining muscle,35,15,189,124,4179,223,49,51,11.0,No,2269
13,Female,50,Losing fat,45,29,100,90,1200,51,25,106,6.9,No,2576
13,Female,55,Losing fat,36,26,174,138,2743,86,25,48,11.0,No,1076
29,Male,64,Gaining muscle,16,23,195,185,2691,225,76,103,7.1,No,1538
48,Male,65,Gaining muscle,18,12,195,141,3508,116,73,295,7.6,No,2058
13,Female,67,Gaining muscle,16,13,101,217,2459,77,50,293,7.3,No,1552
40,Male,70,Gaining muscle,17,19,140,191,2592,94,29,143,6.0,No,2336
13,Male,56,Gaining muscle,19,26,100,94,2886,114,25,22,10.6,No,1171
38,Male,55,Gaining muscle,21,19,126,173,1596,89,25,119,5.2,No,1504
13,Male,69,Gaining muscle,18,16,109,182,3081,225,72,246,7.3,No,1341
26,Female,63,Losing fat,45,21,135,143,1717,225,25,22,11.0,No,1030
32,Female,59,Losing fat,22,26,100,90,1258,81,25,69,5.7,No,1438
17,Female,56,Gaining muscle,28,21,189,90,4300,225,25,64,5.0,No,1038
54,Female,51,Gaining muscle,17,29,106,102,4300,148,71,413,8.4,No,1564
52,Female,62,Gaining muscle,16,19,115,110,3343,70,25,107,11.0,No,1446
13,Female,52,Losing fat,22,16,104,135,1200,61,25,76,11.0,No,1314
46,Male,65,Gaining muscle,18,12,179,100,2873,158,49,145,6.3,No,1435
55,Female,66,Gaining muscle,39,21,195,90,1428,83,57,35,6.6,No,1137
24,Male,54,Gaining muscle,21,20,181,124,4300,225,25,29,9.2,No,1497
13,Female,68,Losing fat,19,20,168,114,1755,84,41,122,6.9,No,1030
18,Female,58,Gaining muscle,18,20,151,90,3437,145,25,60,10.2,No,1030
13,Female,62,Losing fat,37,23,100,94,2425,65,25,72,11.0,No,1352
21,Female,71,Gaining muscle,17,18,121,126,2009,225,38,440,5.2,No,1266
13,Male,75,Gaining muscle,36,20,116,107,1208,53,47,63,7.0,No,1732
31,Female,62,Losing fat,22,26,164,102,2069,55,29,339,7.8,No,1030
23,Female,63,Losing fat,18,20,195,117,1837,141,25,73,7.1,No,1806
30,Female,50,Losing fat,45,12,146,114,3589,189,25,93,7.8,No,1816
13,Male,59,Gaining muscle,21,24,164,101,1988,113,53,368,10.4,No,3500
13,Female,50,Losing fat,19,16,146,90,2581,61,69,50,11.0,No,1030
13,Male,71,Gaining muscle,12,21,114,127,2424,206,25,129,11.0,No,2098
15,Female,50,Losing fat,37,20,116,129,2109,116,25,56,5.6,No,1030
53,Male,61,Gaining muscle,18,24,188,93,2752,52,85,22,7.4,No,3442
31,Female,73,Losing fat,22,18,185,134,1859,149,47,475,7.0,No,1328
53,Female,67,Gaining muscle,13,19,176,220,2685,87,25,207,9.5,No,1929
13,Female,54,Losing fat,22,30,100,127,1932,51,25,204,7.7,No,1131
13,Female,50,Gaining muscle,17,24,100,90,1627,69,25,43,7.8,No,1030
23,Female,55,Losing fat,23,22,162,98,2051,67,27,86,11.0,No,2015
13,Male,65,Losing fat,24,20,179,110,3799,79,68,124,7.0,No,2114
13,Male,60,Gaining muscle,16,20,111,90,1832,88,57,475,2.0,No,1912
20,Male,56,Gaining muscle,31,25,180,155,1801,94,25,337,11.0,No,1030
51,Male,66,Gaining muscle,23,23,195,172,3712,87,30,80,7.4,No,1606
35,Female,50,Losing fat,45,16,110,96,1933,51,25,22,6.0,No,1030
68,Female,72,Gaining muscle,17,17,195,225,4300,157,45,426,7.2,No,1600
19,Male,52,Gaining muscle,23,14,184,188,1539,82,85,67,11.0,No,1563
52,Female,50,Gaining muscle,31,22,113,140,3261,80,69,22,11.0,No,1030
59,Male,67,Gaining muscle,14,23,126,100,1384,72,66,22,5.9,No,1030
37,Female,60,Gaining muscle,16,15,110,128,2671,68,28,322,5.0,No,1564
33,Female,60,Losing fat,15,18,144,114,1709,99,25,108,11.0,No,1030
31,Female,61,Losing fat,21,16,103,90,1200,51,25,48,8.2,No,1169
13,Female,50,Losing fat,37,21,152,168,2333,62,25,76,7.5,No,2667
29,Male,62,Gaining muscle,17,23,163,109,1376,112,37,475,6.0,No,1646
13,Female,56,Losing fat,21,19,188,125,2481,79,41,26,9.2,No,1945
20,Male,74,Gaining muscle,24,29,166,114,1414,89,25,22,7.2,No,1394
27,Female,67,Gaining muscle,16,23,105,196,1643,137,25,67,6.4,No,1030
19,Male,50,Gaining muscle,15,14,109,149,4300,93,25,125,7.3,No,2022
20,Male,71,Gaining muscle,20,15,126,107,2484,225,25,49,7.1,No,1668
19,Female,64,Gaining muscle,17,24,131,117,4300,225,276,45,3.5,No,1251
13,Female,50,Losing fat,36,14,110,132,2875,142,25,106,11.0,No,1848
49,Male,53,Losing fat,21,30,125,188,4300,225,30,51,6.3,No,1298
13,Female,66,Gaining muscle,21,16,126,91,3522,97,94,33,7.4,No,1030
24,Female,57,Gaining muscle,36,22,149,90,2081,225,60,46,8.2,No,1030
13,Male,62,Gaining muscle,23,13,195,118,3008,125,141,145,7.1,No,1313
58,Female,57,Gaining muscle,25,20,103,182,2263,74,53,53,7.8,No,1030
32,Female,63,Losing fat,22,22,103,123,1717,105,76,83,4.7,No,1331
44,Female,51,Losing fat,22,12,171,188,2486,207,68,71,10.7,No,1030
55,Female,50,Gaining muscle,25,17,103,90,2107,75,39,146,7.6,No,1297
44,Female,53,Losing fat,20,24,120,116,2309,225,107,45,10.6,No,1724
21,Female,50,Losing fat,21,18,162,95,1559,79,40,26,7.5,No,1030
21,Male,69,Gaining muscle,16,12,125,159,3260,172,114,475,7.0,No,2223
13,Female,64,Gaining muscle,19,13,174,134,1200,79,25,70,11.0,No,1213
20,Male,66,Gaining muscle,16,18,172,103,3122,93,71,79,10.4,No,2015
37,Female,75,Gaining muscle,31,20,122,114,1734,79,25,91,11.0,No,1127
52,Female,58,Losing fat,23,19,171,145,1946,65,25,25,6.0,No,1247
13,Male,59,Losing fat,23,14,168,128,2434,69,71,48,11.0,No,1116
20,Male,72,Gaining muscle,15,12,184,141,2825,225,89,124,7.4,No,1680
13,Male,52,Gaining muscle,20,16,108,90,1696,51,77,22,11.0,No,1481
13,Female,64,Losing fat,40,22,142,123,2124,68,25,88,11.0,No,1030
73,Female,71,Gaining muscle,20,17,126,122,3480,163,32,134,7.6,No,1891
25,Female,51,Gaining muscle,17,17,127,90,2287,110,61,37,11.0,No,1030
25,Male,52,Gaining muscle,25,21,102,130,3358,110,36,78,5.8,No,2169
27,Female,60,Gaining muscle,28,16,113,90,2586,213,25,142,5.5,No,1536
29,Male,63,Gaining muscle,45,26,153,106,2543,79,116,43,8.0,No,1105
48,Male,68,Gaining muscle,21,14,188,90,2288,96,25,137,7.8,No,3500
13,Female,50,Losing fat,21,30,122,90,2853,69,25,33,11.0,No,1030
73,Male,62,Gaining muscle,37,18,194,123,3731,78,62,235,5.1,No,1099
55,Female,52,Losing fat,19,30,100,114,2266,58,75,96,8.2,No,1030
42,Male,53,Gaining muscle,24,22,112,101,2393,51,93,22,5.2,No,2372
13,Female,57,Losing fat,20,21,159,178,1705,79,25,138,11.0,No,1047
27,Male,63,Losing fat,36,30,157,140,2050,116,42,60,11.0,No,1030
50,Female,67,Losing fat,28,20,189,132,1796,198,31,99,6.8,No,3388
13,Male,64,Gaining muscle,33,30,126,90,2057,51,25,83,5.9,No,1933
13,Male,59,Losing fat,17,22,117,125,1653,55,65,42,5.1,No,1712
13,Female,63,Losing fat,20,17,141,98,1591,130,38,59,6.0,No,1567
13,Female,53,Gaining muscle,18,16,154,91,2731,52,95,76,5.8,No,1360
40,Female,66,Losing fat,18,17,188,127,2058,117,25,99,7.4,No,1854
44,Male,64,Gaining muscle,22,12,193,114,4250,139,112,126,6.9,No,3500
44,Male,72,Gaining muscle,17,14,125,191,4300,146,44,117,6.3,No,2216
13,Female,66,Losing fat,23,19,118,132,3072,61,75,42,7.1,No,2609
59,Male,68,Gaining muscle,23,15,128,139,2239,96,25,294,11.0,No,1957
35,Female,58,Gaining muscle,35,13,112,90,2089,143,99,388,6.2,No,2305
19,Female,52,Gaining muscle,20,17,109,99,1552,225,62,52,10.6,No,1523
48,Female,50,Losing fat,19,29,117,90,1633,74,34,27,5.9,No,2014
31,Male,66,Gaining muscle,11,26,160,119,3550,68,91,110,7.8,No,2065
20,Female,54,Gaining muscle,22,12,171,103,2680,124,31,65,7.2,No,1470
51,Male,70,Gaining muscle,16,18,184,124,4300,137,25,475,6.8,No,3500
16,Female,50,Losing fat,21,18,190,90,1345,81,25,87,6.7,No,2708
14,Female,60,Gaining muscle,33,15,116,118,2288,129,44,77,11.0,No,1030
13,Female,50,Gaining muscle,19,24,137,129,1795,51,25,38,6.5,No,1382
46,Female,62,Gaining muscle,22,17,195,90,2346,126,65,317,7.5,No,1662
14,Female,62,Losing fat,25,30,154,161,1200,54,25,22,11.0,No,1030
13,Male,70,Gaining muscle,17,21,104,107,2760,80,25,112,7.1,No,1623
32,Male,65,Gaining muscle,38,30,129,120,1907,136,27,42,6.3,No,2358
26,Female,68,Gaining muscle,19,18,185,205,2507,103,52,79,4.9,No,2036
40,Male,53,Gaining muscle,16,18,175,146,3196,222,86,300,3.9,No,1800
34,Female,50,Losing fat,24,25,100,123,2364,51,25,44,11.0,No,1030
23,Male,51,Losing fat,33,22,195,196,1755,225,77,22,11.0,No,1030
25,Male,58,Gaining muscle,18,30,192,222,2799,150,99,87,9.2,No,1488
29,Male,65,Losing fat,14,19,188,90,3039,82,25,111,4.2,No,1437
27,Female,50,Gaining muscle,38,26,155,154,1200,127,54,30,11.0,No,1030
13,Male,70,Gaining muscle,33,12,182,148,2779,86,84,156,6.9,No,2381
63,Female,64,Losing fat,21,16,117,134,1968,90,54,90,11.0,No,1568
30,Female,60,Losing fat,20,24,130,90,2838,51,73,98,7.9,No,1054
54,Male,72,Gaining muscle,18,20,195,212,1960,142,210,475,4.1,No,2065
13,Female,56,Gaining muscle,20,18,165,90,2671,77,70,22,11.0,No,2000
60,Male,60,Losing fat,45,16,168,90,2805,73,68,52,7.3,No,1033
13,Male,68,Gaining muscle,16,18,117,97,2232,144,25,89,10.0,No,2021
19,Female,52,Gaining muscle,15,13,107,99,4300,52,31,123,10.5,No,1863
42,Female,52,Gaining muscle,25,22,181,126,2647,92,25,22,11.0,No,1030
33,Female,62,Losing fat,45,30,118,137,1438,98,35,22,11.0,No,1297
13,Female,50,Losing fat,20,30,101,100,2423,74,25,131,5.7,No,1548
22,Female,59,Losing fat,35,23,119,90,2150,84,25,22,8.0,No,1120
21,Female,59,Losing fat,20,23,126,162,1908,145,25,59,10.6,No,1457
29,Male,56,Losing fat,16,15,162,90,2261,126,47,67,6.8,No,1095
13,Female,52,Losing fat,36,18,102,90,1942,57,25,62,11.0,No,1071
13,Female,50,Losing fat,30,12,167,110,2339,134,57,104,7.6,No,1288
13,Female,61,Losing fat,22,18,128,131,1200,79,25,22,7.5,No,1117
14,Female,53,Losing fat,22,26,152,130,4199,84,37,66,8.3,No,1407
33,Female,65,Gaining muscle,18,24,123,136,4300,62,123,50,7.0,No,1682
13,Female,67,Losing fat,33,12,181,114,2488,142,25,62,8.1,No,1030
29,Female,53,Gaining muscle,15,19,109,98,4300,62,71,146,11.0,No,1595
13,Male,51,Losing fat,31,30,158,90,2947,70,32,67,7.4,No,2115
29,Male,56,Losing fat,45,25,167,133,1370,120,25,75,11.0,No,1040
41,Male,72,Gaining muscle,20,16,120,179,4300,79,47,78,7.2,No,1752
13,Female,62,Gaining muscle,16,19,170,121,2093,86,25,110,11.0,No,1106
35,Male,72,Gaining muscle,13,19,126,139,2629,225,25,81,6.0,No,1758
13,Female,56,Gaining muscle,17,17,119,104,4262,77,25,65,3.8,No,1545
22,Male,68,Gaining muscle,14,16,121,100,4022,81,76,475,6.2,No,1601
22,Female,69,Losing fat,31,22,153,112,4034,69,25,234,7.0,No,1378
16,Male,62,Gaining muscle,14,26,179,99,1761,156,25,90,7.0,No,1874
13,Female,50,Gaining muscle,30,18,140,129,1644,63,34,83,7.6,No,1030
34,Female,50,Losing fat,21,19,141,90,1864,68,64,22,6.3,No,1187
14,Female,56,Gaining muscle,32,15,100,90,2844,51,44,22,11.0,No,1030
73,Female,55,Gaining muscle,39,30,110,103,3775,76,25,22,7.3,No,1090
13,Female,50,Losing fat,22,15,100,90,1344,58,25,75,11.0,No,1030
54,Male,58,Losing fat,21,16,129,188,2284,123,56,350,9.9,No,1827
30,Female,59,Losing fat,20,18,174,123,2393,225,90,76,7.5,No,1030
22,Male,53,Gaining muscle,18,28,152,97,2999,104,90,110,7.2,No,1234
19,Male,50,Losing fat,20,22,109,170,1823,63,27,50,5.4,No,1693
61,Male,75,Gaining muscle,17,16,126,127,2318,72,56,72,7.3,No,2443
35,Female,56,Gaining muscle,32,20,154,135,1460,225,37,48,9.5,No,1212
13,Female,69,Losing fat,20,22,105,134,1428,51,25,141,4.1,No,1030
13,Female,66,Losing fat,33,25,121,90,1683,60,49,93,7.9,No,1294
19,Male,74,Gaining muscle,19,19,192,94,4300,75,74,90,4.5,No,1865
17,Male,60,Gaining muscle,20,22,120,188,2363,63,49,422,11.0,No,1897
13,Female,50,Losing fat,24,22,128,102,2218,74,25,88,11.0,No,1091
52,Male,65,Gaining muscle,45,14,127,164,2459,148,94,462,7.1,No,1369
13,Female,50,Gaining muscle,15,21,110,97,1526,56,118,311,11.0,No,1697
27,Male,75,Gaining muscle,19,17,188,144,2000,88,25,171,7.6,No,1824
15,Male,64,Gaining muscle,18,17,118,168,4224,225,87,320,11.0,No,1225
15,Female,60,Gaining muscle,21,20,167,181,1558,126,80,95,11.0,No,1030
64,Female,53,Gaining muscle,32,18,120,90,1686,197,91,299,11.0,No,1161
20,Female,59,Losing fat,33,25,100,135,1200,67,25,85,7.6,No,3298
23,Female,68,Losing fat,22,18,130,104,2870,225,25,96,11.0,No,1608
13,Male,71,Gaining muscle,18,23,129,90,2893,225,169,63,5.2,No,1645
46,Female,50,Gaining muscle,19,25,100,118,2497,81,31,78,6.1,No,1030
13,Female,51,Losing fat,34,28,118,134,2227,72,55,59,10.9,No,3323
43,Female,67,Losing fat,23,20,121,90,2520,67,25,68,6.5,No,1344
43,Male,62,Gaining muscle,21,12,112,90,2392,68,25,128,5.3,No,1706
58,Male,66,Gaining muscle,17,16,189,144,3173,225,85,70,10.2,No,1036
28,Female,60,Gaining muscle,18,18,148,125,2820,79,176,94,5.7,No,1425
42,Female,71,Gaining muscle,23,28,124,206,2113,99,54,22,6.4,No,1172
19,Female,71,Gaining muscle,23,17,195,185,3869,190,66,22,8.8,No,1206
28,Male,50,Gaining muscle,22,21,120,157,3996,225,25,95,5.8,No,1901
13,Male,62,Gaining muscle,23,24,139,130,3573,225,85,43,10.2,No,1030
36,Male,70,Gaining muscle,21,15,195,115,2171,74,163,116,4.9,No,1032
13,Female,62,Losing fat,21,30,100,90,1454,81,41,87,11.0,No,1443
13,Male,62,Gaining muscle,21,17,112,90,1878,58,73,74,11.0,No,1494
16,Female,50,Gaining muscle,17,18,126,90,2807,73,74,102,5.3,No,1526
13,Female,51,Losing fat,21,17,100,104,1598,156,25,22,7.3,No,1546
48,Male,68,Gaining muscle,18,17,173,187,3545,225,392,128,4.1,No,1736
13,Female,51,Losing fat,21,18,100,90,2361,51,25,22,11.0,No,1030
56,Male,59,Gaining muscle,19,18,123,104,2276,225,91,113,5.6,No,1293
19,Female,65,Losing fat,35,27,165,134,2153,136,58,96,7.7,No,1092
22,Female,52,Gaining muscle,33,27,112,185,1986,203,61,49,5.8,No,1109
30,Female,60,Losing fat,33,20,100,91,3666,76,25,29,11.0,No,1030
13,Male,69,Gaining muscle,14,20,192,115,4088,148,65,134,7.8,No,1333
13,Male,60,Gaining muscle,14,20,195,106,4162,141,44,376,5.0,No,3160
53,Male,72,Losing fat,30,12,195,128,4300,134,25,91,4.1,No,1860
52,Male,64,Gaining muscle,21,21,187,214,4300,121,155,22,5.6,No,1200
13,Male,62,Gaining muscle,22,22,182,104,2915,225,41,285,4.5,No,2349
28,Female,63,Gaining muscle,33,30,110,104,1403,70,25,95,4.9,No,1721
42,Male,63,Gaining muscle,20,20,180,93,1929,137,71,80,6.7,No,1536
13,Female,69,Gaining muscle,45,24,171,128,3819,87,54,48,6.9,No,1706
40,Female,50,Gaining muscle,20,15,152,135,1829,77,25,22,4.6,No,1744
13,Male,60,Gaining muscle,19,17,145,93,3372,75,94,380,11.0,No,1030
62,Female,62,Losing fat,22,27,169,90,2419,125,57,53,5.5,No,1504
13,Male,52,Gaining muscle,17,27,144,118,3604,84,99,311,11.0,No,1030
34,Male,53,Gaining muscle,20,27,131,131,4300,74,25,36,7.9,No,2334
64,Male,68,Gaining muscle,18,13,195,223,2926,78,91,173,9.3,No,2624
73,Male,71,Gaining muscle,15,20,195,193,3084,225,61,196,4.7,No,1858
13,Female,61,Gaining muscle,22,19,100,114,1200,70,25,22,11.0,No,1030
35,Female,63,Gaining muscle,36,18,169,90,1776,68,25,22,6.2,No,1086
42,Female,70,Gaining muscle,45,15,125,174,2784,140,28,74,5.5,No,1640
25,Male,61,Losing fat,24,20,164,115,2179,81,56,257,6.7,No,1618
14,Female,50,Gaining muscle,20,14,167,187,2277,71,71,49,6.4,No,1893
21,Male,58,Gaining muscle,18,19,181,215,2626,76,25,132,4.8,No,1244
28,Male,67,Losing fat,15,18,137,148,3377,107,26,82,8.6,No,1030
21,Female,52,Losing fat,36,20,126,90,1200,63,32,56,5.8,No,1110
13,Male,66,Gaining muscle,16,18,195,123,2873,225,201,110,4.5,No,2599
